h3_index,lat,lon,CSV_ADMI_CD,ADM_NM,GU_NM,Ds_v3,Hr,Fp,Cc,Ec,Od_v2,score_airspace,score_obstacle,score_noise,score_terrain,score_weather,score_construction,score_protected,Ra,composite_v3,zone,demand_grade,is_hub_v3,hub_rank_v3,is_hub_v2
8930e1521cfffff,37.4331,127.1645,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,0.825,0.5441,1.0,0.8,0.4,0.6,0.5017,0.0753,일반,A-최우선,0,0.0,0
8930e1526b3ffff,37.4286,127.1326,41133660,하대원동,중원구,0.1504,0.2175,0.1098,0.0897,0.1161,0.2195,0.0,0.65,0.5166,1.0,0.8,1.0,0.6,0.4481,0.0672,일반,D-낮음,0,0.0,0
8930e024833ffff,37.3356,127.1116,41135670,구미동,분당구,0.3798,0.4201,0.3347,0.4625,0.3012,0.3673,1.0,0.7375,0.9657,1.0,0.8,0.34,0.6,0.657,0.1974,Hybrid,B-높음,0,0.0,0
8930e152443ffff,37.4332,127.1304,41133510,성남동,중원구,0.6301,1.0,0.3908,0.4586,0.3014,1.0,0.0,0.65,0.5068,1.0,0.8,0.34,0.6,0.5694,0.0854,로봇전용,A-최우선,0,0.0,0
8930e15307bffff,37.3732,127.1305,41135510,분당동,분당구,0.1296,0.2834,0.1398,0.0352,0.0552,0.0845,0.0,0.9125,0.7926,1.0,0.8,1.0,0.6,0.6502,0.0975,일반,D-낮음,0,0.0,0
8930e024d17ffff,37.3561,127.1081,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,1.0,0.65,0.7943,1.0,0.8,0.65,0.6,0.5215,0.2152,Hybrid,C-보통,0,0.0,0
8930e1cd233ffff,37.4573,127.177,41133560,은행2동,중원구,0.1931,0.436,0.122,0.1345,0.032,0.1761,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5628,0.0844,일반,D-낮음,0,0.0,0
8930e026a6fffff,37.3498,127.0788,41135665,구미1동,분당구,0.2718,0.208,0.2213,0.3151,0.3578,0.2731,1.0,1.0,0.9691,1.0,0.8,1.0,0.6,0.4025,0.4558,Hybrid,C-보통,0,0.0,0
8930e1520c7ffff,37.4284,127.1457,41133660,하대원동,중원구,0.1504,0.2175,0.1098,0.0897,0.1161,0.2195,0.0,0.3,0.5989,1.0,0.8,1.0,0.6,0.4401,0.066,일반,D-낮음,0,0.0,0
8930e1525abffff,37.4514,127.1555,41131590,단대동,수정구,0.0914,0.204,0.0764,0.0417,0.0164,0.09,0.0,0.825,0.8749,1.0,0.8,1.0,0.6,0.5048,0.0757,일반,E-부적합,0,0.0,0
8930e153457ffff,37.3889,127.1083,41135657,백현동,분당구,0.2946,0.2384,0.3398,0.2797,0.1988,0.4757,0.0,0.7375,0.9109,1.0,0.8,1.0,0.6,0.6253,0.0938,로봇전용,C-보통,0,0.0,0
8930e1c9edbffff,37.4156,127.066,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.5584,0.0838,일반,D-낮음,0,0.0,0
8930e1cd60fffff,37.4655,127.1567,41131625,위례동,수정구,0.4708,0.525,0.4066,0.443,0.359,0.6523,0.0,1.0,0.9846,1.0,0.8,1.0,0.6,0.543,0.0814,일반,B-높음,0,0.0,0
8930e1c8babffff,37.4636,127.1382,41131620,복정동,수정구,0.229,0.3984,0.1664,0.117,0.2038,0.2129,0.0,0.3,0.9794,1.0,0.8,1.0,0.6,0.4914,0.0737,일반,C-보통,0,0.0,0
8930e026967ffff,37.38,127.0997,41135650,판교동,분당구,0.1369,0.0968,0.1809,0.1276,0.1187,0.1817,0.0,0.825,0.9109,1.0,0.8,1.0,0.6,0.4782,0.0717,일반,D-낮음,0,0.0,0
8930e1c9a57ffff,37.4011,127.091,41135650,판교동,분당구,0.1369,0.0968,0.1809,0.1276,0.1187,0.1817,0.0,1.0,0.916,1.0,0.8,1.0,0.6,0.5364,0.0805,일반,D-낮음,0,0.0,0
8930e1524a3ffff,37.4467,127.1367,41131550,태평2동,수정구,0.1467,0.3504,0.076,0.057,0.0431,0.1592,0.0,0.9125,0.5006,1.0,0.8,1.0,0.6,0.5604,0.0841,일반,D-낮음,0,0.0,0
8930e1c902fffff,37.4204,127.0507,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9983,1.0,0.8,1.0,0.6,0.554,0.0831,일반,D-낮음,0,0.0,0
8930e026907ffff,37.3863,127.095,41135650,판교동,분당구,0.1369,0.0968,0.1809,0.1276,0.1187,0.1817,0.0,1.0,0.9023,1.0,0.8,1.0,0.6,0.616,0.0924,일반,D-낮음,0,0.0,0
8930e1c8b4bffff,37.4501,127.1318,41131620,복정동,수정구,0.229,0.3984,0.1664,0.117,0.2038,0.2129,0.0,0.65,0.6126,1.0,0.8,1.0,0.6,0.54,0.081,일반,C-보통,0,0.0,0
8930e15334fffff,37.3599,127.1451,41135510,분당동,분당구,0.1296,0.2834,0.1398,0.0352,0.0552,0.0845,1.0,1.0,0.9949,1.0,0.8,1.0,0.6,0.5385,0.4867,Hybrid,D-낮음,0,0.0,0
8930e1c8aa3ffff,37.4588,127.1194,41131620,복정동,수정구,0.229,0.3984,0.1664,0.117,0.2038,0.2129,0.0,1.0,0.9726,1.0,0.8,1.0,0.6,0.4657,0.0699,일반,C-보통,0,0.0,0
8930e026d43ffff,37.3907,127.0718,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,0.825,0.832,1.0,0.8,1.0,0.6,0.4822,0.0723,일반,C-보통,0,0.0,0
8930e1c994fffff,37.4239,127.1138,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.9674,1.0,0.8,0.4,0.6,0.327,0.049,일반,D-낮음,0,0.0,0
8930e1c9e33ffff,37.4193,127.082,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.964,1.0,0.8,0.4,0.6,0.3064,0.046,일반,D-낮음,0,0.0,0
8930e15239bffff,37.4208,127.1608,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.9177,1.0,0.8,1.0,0.6,0.4231,0.0635,일반,C-보통,0,0.0,0
8930e153247ffff,37.3552,127.1264,41135570,정자3동,분당구,0.1556,0.155,0.1864,0.2975,0.0387,0.0824,1.0,1.0,0.9966,1.0,0.8,1.0,0.6,0.5585,0.4904,Hybrid,D-낮음,0,0.0,0
8930e026c3bffff,37.3892,127.0612,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,0.9743,1.0,0.8,1.0,0.6,0.3922,0.0588,일반,C-보통,0,0.0,0
8930e1c9363ffff,37.4033,127.0623,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.5436,0.0815,일반,D-낮음,0,0.0,0
8930e1c9847ffff,37.4191,127.0951,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,0.7375,0.9897,1.0,0.8,0.4,0.6,0.4647,0.0697,일반,D-낮음,0,0.0,0
8930e1c9d2bffff,37.4421,127.1049,41131630,신촌동,수정구,0.028,0.0501,0.0271,0.0012,0.038,0.0147,0.0,1.0,0.9897,1.0,0.8,1.0,0.6,0.3355,0.0503,일반,E-부적합,0,0.0,0
8930e152293ffff,37.416,127.142,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.9571,1.0,0.8,1.0,0.6,0.4208,0.0631,일반,C-보통,0,0.0,0
8930e152c5bffff,37.4351,127.183,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,1.0,0.9246,1.0,0.8,0.4,0.6,0.5358,0.0804,일반,A-최우선,0,0.0,0
8930e15254bffff,37.4379,127.1491,41133525,중앙동,중원구,0.1068,0.2406,0.0874,0.0453,0.0165,0.112,0.0,0.9125,0.8183,1.0,0.8,1.0,0.6,0.5234,0.0785,일반,D-낮음,0,0.0,0
8930e024ddbffff,37.3517,127.0973,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,1.0,1.0,0.9931,1.0,0.8,0.65,0.6,0.4798,0.3354,Hybrid,C-보통,0,0.0,0
8930e152067ffff,37.4225,127.1583,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.9451,1.0,0.8,1.0,0.6,0.4446,0.0667,일반,C-보통,0,0.0,0
8930e153623ffff,37.3734,127.1174,41135520,수내1동,분당구,0.4597,0.2856,0.276,0.8209,0.4778,0.489,0.0,0.7375,0.8217,1.0,0.8,1.0,0.6,0.6384,0.0958,로봇전용,B-높음,0,0.0,0
8930e02616bffff,37.3731,127.0415,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,0.9726,1.0,0.8,1.0,0.6,0.5709,0.4825,Hybrid,C-보통,0,0.0,0
8930e026b33ffff,37.3676,127.096,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,0.0,1.0,0.9829,1.0,0.8,0.65,0.6,0.5685,0.0853,로봇전용,C-보통,0,0.0,1
8930e1c9c23ffff,37.4374,127.0861,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9897,1.0,0.8,1.0,0.6,0.5026,0.0754,일반,D-낮음,0,0.0,0
8930e15218bffff,37.4388,127.1649,41133590,상대원3동,중원구,0.1148,0.2962,0.0195,0.0474,0.021,0.1543,0.0,0.7375,0.5016,1.0,0.8,0.4,0.6,0.5762,0.0864,일반,D-낮음,0,0.0,0
8930e15266fffff,37.4121,127.1391,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,0.7375,0.7326,1.0,0.8,1.0,0.6,0.5399,0.081,일반,C-보통,0,0.0,0
8930e153037ffff,37.3838,127.1367,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,0.9125,0.6812,1.0,0.8,1.0,0.6,0.639,0.0958,로봇전용,A-최우선,0,0.0,0
8930e15351bffff,37.3993,127.1275,41135600,이매1동,분당구,0.141,0.1453,0.2138,0.1033,0.1127,0.1246,0.0,0.9125,0.7686,1.0,0.8,1.0,0.6,0.6865,0.103,일반,D-낮음,0,0.0,0
8930e1cd6d3ffff,37.4686,127.1438,41131625,위례동,수정구,0.4708,0.525,0.4066,0.443,0.359,0.6523,0.0,0.65,0.9057,1.0,0.8,1.0,0.6,0.6852,0.1028,로봇전용,B-높음,1,7.0,0
8930e026a2bffff,37.3555,127.0793,41135665,구미1동,분당구,0.2718,0.208,0.2213,0.3151,0.3578,0.2731,1.0,1.0,0.9571,1.0,0.8,1.0,0.6,0.3753,0.4468,일반,C-보통,0,0.0,0
8930e1c9153ffff,37.4243,127.0536,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5369,0.0805,일반,D-낮음,0,0.0,0
8930e026a0fffff,37.3561,127.0741,41135665,구미1동,분당구,0.2718,0.208,0.2213,0.3151,0.3578,0.2731,1.0,1.0,0.9983,1.0,0.8,1.0,0.6,0.3505,0.4599,일반,C-보통,0,0.0,0
8930e1c9b1bffff,37.4115,127.1102,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.9897,1.0,0.8,0.4,0.6,0.5462,0.0819,일반,D-낮음,0,0.0,0
8930e152083ffff,37.434,127.1462,41133510,성남동,중원구,0.6301,1.0,0.3908,0.4586,0.3014,1.0,0.0,0.3875,0.7977,1.0,0.8,0.34,0.6,0.4266,0.064,일반,A-최우선,0,0.0,0
8930e152567ffff,37.4423,127.16,41133530,금광1동,중원구,0.1143,0.1917,0.1348,0.0933,0.0176,0.1151,0.0,0.9125,0.6092,1.0,0.8,1.0,0.6,0.496,0.0744,일반,D-낮음,0,0.0,0
8930e153413ffff,37.3945,127.1087,41135657,백현동,분당구,0.2946,0.2384,0.3398,0.2797,0.1988,0.4757,0.0,0.3,0.9126,1.0,0.8,1.0,0.6,0.5542,0.0831,로봇전용,C-보통,0,0.0,0
8930e1c8b67ffff,37.4545,127.1426,41131520,신흥2동,수정구,0.1425,0.2116,0.2118,0.074,0.0703,0.1228,0.0,1.0,0.9657,1.0,0.8,1.0,0.6,0.5397,0.0809,일반,D-낮음,0,0.0,0
8930e026923ffff,37.3856,127.1001,41135650,판교동,분당구,0.1369,0.0968,0.1809,0.1276,0.1187,0.1817,0.0,0.825,0.8663,1.0,0.8,1.0,0.6,0.5766,0.0865,일반,D-낮음,0,0.0,0
8930e026e07ffff,37.3711,127.057,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,0.9966,1.0,0.8,1.0,0.6,0.0,0.4066,드론전용,C-보통,0,0.0,0
8930e1c9a13ffff,37.4067,127.0914,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,0.65,0.9092,1.0,0.8,0.4,0.6,0.408,0.0612,일반,D-낮음,0,0.0,0
8930e15330bffff,37.3656,127.1456,41135510,분당동,분당구,0.1296,0.2834,0.1398,0.0352,0.0552,0.0845,0.0,1.0,0.9726,1.0,0.8,1.0,0.6,0.5158,0.0774,일반,D-낮음,0,0.0,0
8930e02681bffff,37.3765,127.0706,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,0.9554,1.0,0.8,1.0,0.6,0.5376,0.0806,일반,C-보통,0,0.0,0
8930e1c990bffff,37.4295,127.1143,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.4793,0.0719,일반,D-낮음,0,0.0,0
8930e024cb7ffff,37.3552,127.0923,41135665,구미1동,분당구,0.2718,0.208,0.2213,0.3151,0.3578,0.2731,1.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5568,0.4915,Hybrid,C-보통,0,0.0,0
8930e15301bffff,37.3795,127.1258,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,0.9125,0.9126,1.0,0.8,1.0,0.6,0.6386,0.0958,로봇전용,A-최우선,0,0.0,0
8930e152357ffff,37.4116,127.1652,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.9092,1.0,0.8,1.0,0.6,0.4811,0.0722,일반,C-보통,0,0.0,0
8930e0249bbffff,37.3467,127.1257,41135670,구미동,분당구,0.3798,0.4201,0.3347,0.4625,0.3012,0.3673,1.0,0.3,0.928,1.0,0.8,0.34,0.6,0.5107,0.1152,일반,B-높음,0,0.0,0
8930e152653ffff,37.4151,127.1262,41135620,야탑1동,분당구,0.4302,0.2596,0.3922,0.554,0.4649,0.5538,0.0,0.7375,0.7737,1.0,0.8,1.0,0.6,0.6291,0.0944,로봇전용,B-높음,0,0.0,0
8930e153203ffff,37.3608,127.1269,41135570,정자3동,분당구,0.1556,0.155,0.1864,0.2975,0.0387,0.0824,1.0,1.0,0.8234,1.0,0.8,1.0,0.6,0.5249,0.4147,Hybrid,D-낮음,0,0.0,0
8930e15216fffff,37.4272,127.1771,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,1.0,0.9451,1.0,0.8,0.4,0.6,0.4482,0.0672,일반,A-최우선,0,0.0,0
8930e1c9803ffff,37.4247,127.0956,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9366,1.0,0.8,1.0,0.6,0.5962,0.0894,일반,D-낮음,0,0.0,0
8930e15224fffff,37.3995,127.1485,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,C-보통,0,0.0,0
8930e152c17ffff,37.4457,127.1892,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,1.0,0.9949,1.0,0.8,0.4,0.6,0.5391,0.0809,일반,A-최우선,0,0.0,0
8930e0248b3ffff,37.3419,127.1069,41135670,구미동,분당구,0.3798,0.4201,0.3347,0.4625,0.3012,0.3673,1.0,0.3,0.9194,1.0,0.8,0.34,0.6,0.5119,0.115,일반,B-높음,0,0.0,0
8930e024d97ffff,37.3624,127.1034,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,0.0,0.5625,0.9212,1.0,0.8,0.65,0.6,0.4904,0.0736,일반,C-보통,0,0.0,0
8930e026127ffff,37.3837,127.0476,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,0.9691,1.0,0.8,1.0,0.6,0.3398,0.051,일반,C-보통,0,0.0,0
8930e1cd2b3ffff,37.4636,127.1723,41133560,은행2동,중원구,0.1931,0.436,0.122,0.1345,0.032,0.1761,0.0,0.9125,0.8869,1.0,0.8,1.0,0.6,0.5707,0.0856,일반,D-낮음,0,0.0,0
8930e1c9c07ffff,37.438,127.081,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e152147ffff,37.4297,127.1694,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,0.5625,0.9794,1.0,0.8,0.4,0.6,0.4323,0.0649,일반,A-최우선,0,0.0,0
8930e15262bffff,37.4177,127.1395,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.9366,1.0,0.8,1.0,0.6,0.4116,0.0617,일반,C-보통,0,0.0,0
8930e1534d7ffff,37.3952,127.1036,41135655,삼평동,분당구,0.6423,0.1843,1.0,0.4466,1.0,0.7125,0.0,0.5625,0.9434,1.0,0.8,0.34,0.6,0.4804,0.0721,일반,A-최우선,0,0.0,0
8930e150417ffff,37.3986,127.1668,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,1.0,0.988,1.0,0.8,1.0,0.6,0.4454,0.0668,일반,C-보통,0,0.0,0
8930e026b17ffff,37.3683,127.0908,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,0.0,0.825,0.9846,1.0,0.8,0.65,0.6,0.5701,0.0855,로봇전용,C-보통,0,0.0,0
8930e1cd68fffff,37.4719,127.152,41131625,위례동,수정구,0.4708,0.525,0.4066,0.443,0.359,0.6523,0.0,0.7375,0.8097,1.0,0.8,1.0,0.6,0.7307,0.1096,로봇전용,B-높음,0,0.0,0
8930e1c910fffff,37.4276,127.0617,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9966,1.0,0.8,1.0,0.6,0.5799,0.087,일반,D-낮음,0,0.0,0
8930e02614fffff,37.3738,127.0363,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.408,드론전용,C-보통,0,0.0,0
8930e1cd2dbffff,37.4536,127.1609,41133540,금광2동,중원구,0.2496,0.5099,0.1945,0.1227,0.0488,0.3262,0.0,0.5625,0.5069,1.0,0.8,1.0,0.6,0.4949,0.0742,일반,C-보통,0,0.0,0
8930e1c9ad7ffff,37.4074,127.0862,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,0.65,0.9589,1.0,0.8,0.4,0.6,0.4292,0.0644,일반,D-낮음,0,0.0,0
8930e152523ffff,37.4479,127.1605,41133540,금광2동,중원구,0.2496,0.5099,0.1945,0.1227,0.0488,0.3262,0.0,0.9125,0.5009,1.0,0.8,1.0,0.6,0.5362,0.0804,일반,C-보통,0,0.0,0
8930e1533cfffff,37.3662,127.1404,41135510,분당동,분당구,0.1296,0.2834,0.1398,0.0352,0.0552,0.0845,0.0,1.0,0.7789,1.0,0.8,1.0,0.6,0.5072,0.0761,일반,D-낮음,0,0.0,0
8930e1c8b23ffff,37.4601,127.1431,41131620,복정동,수정구,0.229,0.3984,0.1664,0.117,0.2038,0.2129,0.0,1.0,0.9691,1.0,0.8,1.0,0.6,0.3913,0.0587,일반,C-보통,0,0.0,0
8930e153607ffff,37.3741,127.1123,41135545,정자동,분당구,0.1949,0.2174,0.2081,0.1436,0.0869,0.3521,0.0,0.3,0.6897,1.0,0.8,0.3,0.6,0.664,0.0996,일반,D-낮음,0,0.0,0
8930e1c9007ffff,37.4228,127.043,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.521,0.0781,일반,D-낮음,0,0.0,0
8930e153123ffff,37.3886,127.1554,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,0.825,0.9314,1.0,0.8,1.0,0.6,0.5808,0.0871,로봇전용,A-최우선,0,0.0,0
8930e026dc3ffff,37.397,127.067,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5505,0.0826,로봇전용,C-보통,0,0.0,0
8930e1506c3ffff,37.3755,127.1569,41135510,분당동,분당구,0.1296,0.2834,0.1398,0.0352,0.0552,0.0845,0.0,1.0,0.9829,1.0,0.8,1.0,0.6,0.5559,0.0834,일반,D-낮음,0,0.0,0
8930e1c99cfffff,37.4302,127.1091,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e1c9eb3ffff,37.4256,127.0773,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9897,1.0,0.8,1.0,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e15241bffff,37.4388,127.1308,41131580,수진2동,수정구,0.1737,0.3194,0.1366,0.1151,0.068,0.1994,0.0,0.5625,0.5028,1.0,0.8,1.0,0.6,0.5792,0.0869,일반,D-낮음,0,0.0,0
8930e152277ffff,37.4045,127.1541,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,0.65,0.8766,1.0,0.8,1.0,0.6,0.5089,0.0763,일반,C-보통,0,0.0,0
8930e1532c7ffff,37.3615,127.1217,41135570,정자3동,분당구,0.1556,0.155,0.1864,0.2975,0.0387,0.0824,0.0,0.825,0.8286,1.0,0.8,1.0,0.6,0.6349,0.0952,일반,D-낮음,0,0.0,0
8930e1c8a1bffff,37.451,127.1135,41131630,신촌동,수정구,0.028,0.0501,0.0271,0.0012,0.038,0.0147,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,E-부적합,0,0.0,0
8930e1500d7ffff,37.3859,127.1762,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,1.0,0.988,1.0,0.8,1.0,0.6,0.0,0.0,부적합,A-최우선,0,0.0,0
8930e026cbbffff,37.3955,127.0564,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,0.988,1.0,0.8,1.0,0.6,0.5334,0.08,일반,C-보통,0,0.0,0
8930e1c98c7ffff,37.4254,127.0904,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9949,1.0,0.8,1.0,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e1c9dabffff,37.4484,127.1002,41131630,신촌동,수정구,0.028,0.0501,0.0271,0.0012,0.038,0.0147,0.0,1.0,0.8097,1.0,0.8,1.0,0.6,0.4572,0.0686,일반,E-부적합,0,0.0,0
8930e152313ffff,37.4173,127.1657,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.9691,1.0,0.8,1.0,0.6,0.0,0.0,부적합,C-보통,0,0.0,0
8930e1c9d0fffff,37.4428,127.0997,41131630,신촌동,수정구,0.028,0.0501,0.0271,0.0012,0.038,0.0147,0.0,1.0,0.9263,1.0,0.8,1.0,0.6,0.3619,0.0543,일반,E-부적합,0,0.0,0
8930e152cdbffff,37.4414,127.1783,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,0.3,0.7635,1.0,0.8,0.4,0.6,0.503,0.0754,일반,A-최우선,0,0.0,0
8930e1c982bffff,37.4223,127.1032,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.7532,1.0,0.8,0.4,0.6,0.5098,0.0765,일반,D-낮음,0,0.0,0
8930e024977ffff,37.3376,127.1301,41135670,구미동,분당구,0.3798,0.4201,0.3347,0.4625,0.3012,0.3673,1.0,1.0,1.0,1.0,0.8,0.34,0.6,0.5566,0.2222,Hybrid,B-높음,0,0.0,0
8930e1c9347ffff,37.4039,127.0571,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.5369,0.0805,일반,D-낮음,0,0.0,0
8930e1536a3ffff,37.3797,127.1127,41135520,수내1동,분당구,0.4597,0.2856,0.276,0.8209,0.4778,0.489,0.0,0.3,0.9794,1.0,0.8,1.0,0.6,0.744,0.1116,로봇전용,B-높음,0,0.0,0
8930e1c8e63ffff,37.458,127.1036,41131630,신촌동,수정구,0.028,0.0501,0.0271,0.0012,0.038,0.0147,0.0,1.0,0.7652,1.0,0.8,1.0,0.6,0.5262,0.0789,일반,E-부적합,0,0.0,0
8930e026bb3ffff,37.3739,127.0913,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,0.0,1.0,0.9914,1.0,0.8,0.65,0.6,0.5504,0.0826,로봇전용,C-보통,0,0.0,0
8930e1504b3ffff,37.4042,127.1672,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,1.0,0.9983,1.0,0.8,1.0,0.6,0.3942,0.0591,일반,C-보통,0,0.0,0
8930e15220bffff,37.4051,127.149,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,0.7375,0.9177,1.0,0.8,1.0,0.6,0.4803,0.072,일반,C-보통,0,0.0,0
8930e1530b7ffff,37.3901,127.132,41135600,이매1동,분당구,0.141,0.1453,0.2138,0.1033,0.1127,0.1246,0.0,0.825,0.8646,1.0,0.8,1.0,0.6,0.4668,0.07,일반,D-낮음,0,0.0,0
8930e024d53ffff,37.3483,127.1022,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,1.0,1.0,0.9829,1.0,0.8,0.65,0.6,0.4995,0.3356,Hybrid,C-보통,1,4.0,0
8930e15359bffff,37.4056,127.1228,41135630,야탑2동,분당구,0.1277,0.1182,0.0652,0.0929,0.0894,0.3241,0.0,0.9125,0.856,1.0,0.8,1.0,0.6,0.6872,0.1031,일반,D-낮음,0,0.0,0
8930e1cd26fffff,37.447,127.1788,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,1.0,0.9469,1.0,0.8,0.4,0.6,0.5223,0.0783,일반,A-최우선,0,0.0,0
